,longitude,latitude,size,year,class_letter,name
70,-91.3875,36.90333333,106.0,2005,D,MARTIN SPRINGS 2
71,-117.08583333,39.50111111,547.0,2005,E,GRASS SPRINGS
72,-114.21,45.38805556,2643.0,2005,F,HALE GULCH
73,-112.34138889,46.60555556,100.0,2005,D,ELLISTON COMPLEX
74,-109.41638889,33.32333333,310.0,2005,E,BIG DRY
75,-115.08638889,46.345,449.0,2005,E,SPONGE CREEK
76,-91.25861111,37.55444444,178.7,2005,D,MARCOOT
77,-91.29583333,37.76638889,274.0,2005,D,CAMELS HUMP
78,-109.19055556,33.16972222,1900.0,2005,F,SNAKE RIDGE FIRE
79,-109.20861111,33.21777778,385.0,2005,E,SUNFLOWER
80,-114.72277778,45.24861111,4004.0,2005,F,STODDARD CREEK POINT
81,-116.15861111,45.50277778,369.0,2005,E,WEST FORK
82,-115.03861111,46.38361111,125.0,2005,D,HELIX
83,-114.58777778,46.3425,2398.0,2005,F,BIG SANDS
84,-90.96777778,48.14,1335.0,2005,F,ALPINE LAKE
85,-79.07166667,38.55777778,293.0,2005,D,CAMBER
86,-115.025,45.92333333,7404.0,2005,G,RUNNING LAKE
87,-114.63972222,45.88083333,1777.5,2005,F,CEDAR BAREFOOT
88,-114.90138889,46.69611111,1981.5,2005,F,LODGEPOLE HUMP
89,-113.53833333,37.17388889,7892.0,2005,G,MILL CREEK
90,-114.98916667,45.94194444,268.0,2005,D,MUD LAKE
91,-114.96,45.97666667,817.0,2005,E,WYLIES
92,-94.87666667,34.14666667,400.0,2005,E,BLUE SPRINGS
93,-113.45,37.23805556,522.0,2005,E,YANT
94,-115.165,45.74833333,600.0,2005,E,UPPER MEADOW
95,-115.6625,45.52305556,189.0,2005,D,BUTTE LAKE
96,-115.05027778,40.79638889,221.0,2005,D,RATTLESNAKE
97,-114.31805556,46.65166667,100.0,2005,D,ROCKY POINT
98,-115.04444444,45.58444444,687.0,2005,E,CENTER
99,-114.73111111,46.2375,153.0,2005,D,BELL POINT
100,-114.95833333,45.92777778,1818.0,2005,F,BOXCAR
101,-88.4125,37.67472222,115.0,2005,D,WIEDEMAN HOLLOW
102,-106.49666667,35.02666667,640.0,2005,E,AIRPORT
103,-114.70666667,45.73027778,7244.4,2005,G,BEAVER JACK
104,-115.06472222,46.51166667,147.0,2005,D,DEVIL
105,-115.01,45.7,4530.0,2005,F,BURNT
106,-118.70944444,34.47472222,125.0,2005,D,OAK
107,-118.38888889,34.68305556,800.0,2005,E,MUNZ
108,-115.78583333,45.93222222,1859.0,2005,F,CHINA TEN
109,-113.50111111,37.23472222,300.0,2005,E,COTTONWOOD
110,-94.29861111,34.85888889,146.0,2005,D,400
111,-120.35166667,39.61222222,2270.0,2005,F,HARDING
112,-113.37555556,47.73305556,3875.0,2005,F,KELLY POINT
113,-113.24861111,47.87444444,188.0,2005,D,LIMESTONE PEAK
114,-117.68055556,46.23444444,52000.0,2005,G,SCHOOL
115,-115.61611111,40.28638889,1180.3,2005,F,HASTINGS
116,-114.88583333,45.97472222,1335.0,2005,F,ELK CREEK
117,-115.02777778,46.27305556,559.0,2005,E,WOUNDED DOE
118,-114.70333333,45.99,394.0,2005,E,BRUSHY FORK
119,-114.86555556,46.02055556,1067.0,2005,F,PENNY
120,-113.43638889,37.23722222,540.0,2005,E,HARRISBURG CREEK
121,-119.50472222,44.33111111,618.0,2005,E,CHICKEN HOUSE
122,-114.70361111,45.09055556,20400.0,2005,G,NINE SHOT
123,-114.58722222,45.5325,4010.0,2005,F,REYNOLDS LAKE
124,-114.61638889,45.42527778,1040.0,2005,F,MUSTANG
125,-115.21,46.80027778,2000.0,2005,F,BLACK CANYON FACE
126,-115.07305556,46.88388889,160.0,2005,D,LONG CREEK
127,-91.23333333,36.875,120.0,2005,D,REED HOLLOW FIRE
128,-116.65722222,32.805,230.0,2005,D,SKYE
129,-108.7025,33.44138889,122.0,2005,D,OCTOBER
130,-84.24305556,36.61222222,1555.0,2005,F,CAP KNOB
131,-117.63888889,41.99555556,12855.0,2005,G,NORTH ROAD
132,-115.89555556,43.82055556,1132.0,2005,F,GREGORY
133,-106.88444444,37.15583333,1182.0,2005,F,RIO BLANCO WFU
134,-84.23916667,36.93333333,108.0,2005,D,WHIPPOORWILL
135,-123.27638889,41.49972222,3225.0,2005,F,WOOLEY
136,-114.82527778,45.51861111,166.0,2005,D,THIRSTY RIDGE
137,-83.9375,37.50444444,113.0,2005,D,LAKE BRANCH
138,-114.6825,45.59916667,1086.0,2005,F,LOWER BURN CREEK
139,-110.55805556,42.77972222,520.0,2005,E,TRIPLE
140,-108.87944444,34.04666667,11611.0,2005,G,JOHNSON
141,-114.60083333,45.66166667,797.5,2005,E,HELLS 1/2 ACRE CREEK
142,-108.94583333,33.96944444,114.0,2005,D,JONES
143,-114.72222222,45.50555556,268.0,2005,D,HIDDEN CREEK
144,-106.10083333,38.62583333,112.0,2005,D,BUCK PARK #2 WFU
145,-106.53361111,38.13888889,135.0,2005,D,BENNY'S CREEK WFU
146,-114.9775,45.45583333,5722.0,2005,G,BEAR CREEK WFU
147,-110.84805556,32.49583333,350.0,2005,E,COTTONWOOD
148,-114.76194444,45.515,4278.7,2005,F,STRIPE CREEK
149,-84.1925,37.30111111,152.0,2005,D,MAHAFFEY
150,-111.92527778,35.86611111,7260.0,2005,G,MUDERSBACH
151,-111.9675,35.90416667,1315.0,2005,F,NORTH
152,-121.15777778,43.93305556,652.0,2005,E,CAVE FIRE
153,-114.52277778,45.83888889,251.8,2005,D,UPPER CANYON CREEK
154,-114.46277778,45.90388889,163.5,2005,D,UPPER WHITECAP
155,-111.13888889,31.42,110.0,2005,D,BLANCA
156,-111.33,31.42277778,23183.0,2005,G,FLORIDA
157,-114.78611111,43.99277778,40483.0,2005,G,VALLEY ROAD
158,-111.33,31.42277778,228.0,2005,D,TURNER
159,-114.53888889,45.83166667,738.2,2005,E,WATCH IT
160,-114.44222222,45.89555556,160.3,2005,D,WHITE CAP LAKE
161,-114.99861111,45.70416667,8580.0,2005,G,BURNT STRIP MOUNTAIN
162,-118.20555556,35.09333333,1185.0,2005,F,CRAG
163,-92.4175,36.03444444,218.0,2005,D,FLAT
164,-114.59305556,45.71861111,165.1,2005,D,HALFWAY CREEK
165,-114.74305556,45.7075,271.0,2005,D,HAYSTACK
166,-114.58555556,45.73166667,262.7,2005,D,NEZ PERCE PEAK
167,-94.49,35.72555556,593.0,2005,E,INDIAN CREEK
168,-114.83527778,45.77055556,355.8,2005,E,SPOT MOUNTAIN
169,-93.54222222,34.56805556,266.0,2005,D,SWEET HOME
170,-84.51388889,36.83222222,228.0,2005,D,STRAIGHT CREEK
171,-108.28972222,33.39472222,77000.0,2005,G,BULL
172,-108.64277778,33.405,104.0,2005,D,MYSTERY
173,-113.79583333,46.14833333,13327.0,2005,G,SIGNAL ROCK
174,-114.15194444,46.04333333,1708.0,2005,F,CB RANCH MUTUAL AID
175,-114.12777778,45.95583333,120.0,2005,D,RYE CREEK
176,-114.40472222,46.05361111,6869.0,2005,G,ROCK IN
177,-112.10305556,38.49861111,761.0,2005,E,MARYSVALE PEAK
178,-94.095,35.78388889,315.0,2005,E,SUGARTREE
179,-84.24416667,37.25777778,122.0,2005,D,SAND HILL
180,-108.70416667,33.65166667,1400.0,2005,F,MOUNTAIN
181,-111.72805556,33.92027778,1920.0,2005,F,ST. CLAIRE
182,-83.67944444,37.14166667,140.0,2005,D,PARKWAY
183,-105.43333333,33.60138889,64488.0,2004,G,PEPPIN
184,-110.34861111,31.435,120.0,2005,D,103 FIRE
185,-114.44444444,46.00416667,466.0,2005,E,EL CAPITAN CREEK
186,-114.43555556,46.03444444,150.0,2005,D,ELK LAKE
187,-83.7225,36.99666667,300.0,2005,E,KNOX
188,-114.63611111,45.92833333,858.9,2005,E,MT. GEORGE
189,-114.42916667,45.71361111,120.0,2005,D,BARE CASTLE
190,-115.01138889,47.05,3200.0,2005,F,PROSPECT
191,-118.11361111,34.50194444,530.0,2005,E,ANGELES
192,-94.21638889,31.20722222,145.0,2005,D,HAMMER
193,-84.54166667,37.10833333,2537.0,2005,F,GILBERTS CREEK
194,-111.33472222,34.47083333,150.0,2005,D,TATER
195,-115.86055556,36.34555556,100.0,2005,D,KILN
196,-83.91083333,37.7325,114.0,2005,D,HORSE RIDGE
197,-84.98333333,30.21666667,4384.92,2005,F,BEETLE
198,-109.92833333,40.86444444,3322.0,2005,F,SHEEP CREEK WFU
199,-114.975,45.35166667,1349.0,2005,F,STARVATION WFU
200,-111.14944444,43.45166667,2098.0,2005,F,BIG DRY CANYON WFU
201,-123.4625,41.37944444,175.0,2005,D,GEARY
202,-112.40416667,36.64583333,759.0,2005,E,NAIL
203,-110.90555556,40.07472222,330.0,2005,E,COW HOLLOW WFU
204,-115.41916667,45.29027778,115.0,2005,D,CHICKEN WFU
205,-115.32055556,45.23055556,13866.0,2005,G,JOE CREEK WFU
206,-115.32055556,45.23638889,9933.0,2005,G,WEST FORK WFU
207,-115.43361111,45.21555556,3933.0,2005,F,WOLF FANG WFU
208,-106.71944444,40.72444444,356.0,2005,E,WOLVERINE
209,-115.3875,45.00055556,6775.0,2005,G,MISSOURI RIDGE WFU
210,-93.5625,36.65972222,191.0,2005,D,RAIL HOLLOW
211,-93.95611111,47.33222222,452.0,2005,E,MISSISSIPPI MEADOWS
212,-105.08583333,43.57166667,230.0,2005,D,ROCHELLE HILLS
213,-105.36166667,43.74611111,290.0,2005,D,RR MM 41
214,-112.24694444,38.94583333,565.0,2005,E,SOUTH FORK
215,-112.44722222,38.15194444,347.0,2005,E,CHOKECHERRY
216,-108.37916667,33.26638889,499.0,2005,E,RING
217,-108.48222222,33.14194444,499.0,2005,E,BRUSH
218,-108.54027778,33.37888889,206.0,2005,D,COOPER
219,-110.93472222,47.045,102.0,2005,D,THUNDER MTN
220,-111.97972222,34.40638889,7962.0,2005,G,BUTTE
221,-115.96,36.43972222,100.0,2005,D,STIRLING
222,-106.28972222,36.34194444,3922.0,2005,F,PINE CANYON
223,-83.48361111,37.03861111,155.0,2005,D,BOWENS 3
224,-123.94388889,42.66944444,128.0,2005,D,SOLITUDE
225,-112.87444444,34.58111111,200.0,2005,D,TANK
226,-123.93833333,42.72361111,14772.0,2005,G,BLOSSOM
227,-112.85416667,34.68277778,2000.0,2005,F,SYCAMORE
228,-117.55972222,45.10805556,1400.0,2005,F,MULE PEAK
229,-118.51083333,45.10277778,1066.0,2005,F,FLY
230,-113.74583333,44.62222222,1445.0,2005,F,FALLS CREEK
231,-114.90777778,44.83944444,600.0,2005,E,SOUTH FORK NORTON CR
232,-114.90333333,44.82444444,440.0,2005,E,WHITE CREEK
233,-93.01111111,31.07777778,650.0,2005,E,043 SIX MILE CREEK
234,-114.91638889,44.82444444,425.0,2005,E,MARBLE
235,-113.68305556,44.5525,1185.0,2005,F,PATTERSON
236,-120.80527778,47.83722222,1150.0,2005,F,DIRTY FACE
237,-118.33416667,45.33472222,1156.0,2005,F,SPRING CREEK
238,-92.96388889,34.81277778,275.0,2005,D,ALUM #1
239,-107.3375,38.5675,304.0,2005,E,COMMISSARY
240,-103.0,36.56972222,6080.0,2005,G,OK STATE LINE
241,-122.01777778,40.985,438.0,2005,E,BAGLEY
242,-111.66777778,34.2925,295.0,2005,D,BLACK
243,-92.87888889,32.69944444,902.0,2005,E,071 JENNIFER
244,-116.74972222,45.68722222,2296.0,2005,F,HAAS RIDGE
245,-93.03083333,31.39638889,1100.0,2005,F,016 CROWELL
246,-110.91944444,33.84888889,600.0,2005,E,KNOLES
247,-94.68611111,33.72861111,200.0,2006,D,SOUTH
248,-92.41888889,36.08444444,351.0,2005,E,EVE
249,-85.96777778,33.385,363.1,2005,E,FOGHORN LEGHORN
250,-87.17444444,32.7825,241.5,2005,D,CAHABA
251,-118.33,44.50666667,244.0,2005,D,LOSSAW
252,-116.78638889,45.42083333,1419.0,2005,F,TURNER CREEK
253,-85.62583333,33.66722222,121.0,2005,D,533
254,-103.0725,36.55472222,141.0,2005,D,K-48
255,-86.11388889,33.27305556,195.0,2005,D,HUBCAP
256,-114.425,46.99611111,118.0,2005,D,ALBERTON EAST
257,-114.68027778,47.01888889,9082.0,2005,G,TARKIO
258,-87.21666667,32.7875,204.0,2005,D,PAYNES CHAPPEL
259,-88.86833333,30.68666667,245.0,2005,D,WORK REST
260,-114.59444444,47.00833333,145.0,2005,D,FISH
261,-114.5375,47.01944444,1642.0,2005,F,WEST MOUNTAIN
262,-89.12638889,31.01138889,483.0,2005,E,GRIFFIN SPRINGBRANCH
263,-88.81833333,30.76833333,285.0,2005,D,HALF MONTE
264,-88.86166667,31.11388889,118.45,2005,D,FOREST LAKE
265,-89.30027778,31.05611111,119.0,2005,D,WILBURN
266,-89.14166667,31.13333333,1027.0,2005,F,ZERO
267,-89.25416667,30.62027778,288.0,2005,D,BLOWOUT
268,-88.84583333,30.53833333,104.0,2005,D,BAYOU COSTAPIA
269,-91.15,31.25833333,136.0,2005,D,HOWELL
270,-89.135,31.10833333,594.0,2005,E,RANGE 19
271,-89.12833333,31.11166667,152.0,2005,D,MISSING BUCKET
272,-135.44138889,59.08722222,305.0,2005,E,MUSKEG
273,-89.125,31.09166667,541.66,2005,E,YOUNGDEER
274,-90.98444444,31.25416667,115.0,2005,D,WHITE CAP
275,-89.1125,31.13833333,5300.0,2005,G,WHITE DOG
276,-89.15277778,31.09444444,277.0,2005,D,NORTH END
277,-94.25916667,34.60111111,100.0,2006,D,WARD LAKE
278,-111.46666667,33.66666667,72000.0,2005,G,EDGE
279,-111.50166667,33.705,500.0,2005,E,MESQUITE
280,-111.5,33.48388889,550.0,2005,E,GOST
281,-111.38333333,33.41666667,250.0,2005,D,BOULDER
282,-111.35,33.675,3000.0,2005,F,FOUR
283,-111.55555556,33.63,650.0,2005,E,MEMORIAL
284,-111.07555556,33.42722222,1056.0,2005,F,MILES
285,-91.15722222,37.48861111,168.2,2006,D,TOM'S CREEK
286,-93.82583333,34.42527778,248.0,2006,D,HENDRIX
287,-91.36611111,37.41916667,211.4,2006,D,HICKORY HOLLOW
288,-94.28472222,35.66944444,405.0,2006,E,KIMES TOWER #2
289,-84.39333333,36.69833333,326.0,2006,E,WINDY
290,-91.21416667,31.395,106.0,2006,D,SCHOOL LEASE
291,-94.24694444,34.99666667,124.0,2006,D,ROCK PILE
292,-83.63138889,37.15027778,332.0,2006,E,BRITTON BRANCH
293,-83.86527778,37.06,100.0,2006,D,TUTTLE
294,-89.29527778,30.61944444,290.0,2006,D,PERSIMMON HILL
295,-89.07916667,31.09194444,200.0,2006,D,OP-6
296,-89.11888889,31.08777778,155.0,2006,D,LEEBULL
297,-83.61833333,37.2575,123.0,2006,D,BULLSKIN
298,-91.18777778,37.59222222,196.0,2006,D,CAMDEN
299,-83.47944444,37.015,175.0,2006,D,CAT HOLLOW
300,-89.16194444,31.10611111,200.0,2006,D,46 ALPHA
301,-84.3075,36.78777778,343.0,2006,E,DEER HIDE
302,-84.24055556,35.17388889,112.0,2006,D,APALACHIA LAKE
303,-94.45277778,34.68305556,540.0,2006,E,ICE CREAM
304,-91.11027778,36.78666667,371.0,2006,E,CUPOLA
305,-91.31194444,37.06583333,317.0,2006,E,HODO FIRE
306,-86.695,37.93888889,100.0,2006,D,LOST FIRE
307,-91.16277778,31.26888889,408.0,2006,E,CHURCH
308,-93.84444444,34.44166667,8294.0,2006,G,NO MANS LAND
309,-91.38305556,37.44444444,539.0,2006,E,SCHOOL HOUSE HOLLOW
310,-83.46472222,37.13666667,164.0,2006,D,LOST TRACE
311,-91.07361111,37.71083333,184.0,2006,D,EAST PRONG
312,-94.87611111,34.86416667,282.0,2006,D,BLUE BRANCH
313,-92.38388889,35.98916667,360.0,2006,E,FREEMAN FIRE
314,-94.27916667,31.03583333,212.0,2006,D,OLD ALDRIDGE
315,-91.02555556,37.67305556,150.0,2006,D,BROOKS CREEK
316,-91.07361111,37.71083333,542.0,2006,E,CROOKED TRUCK TRAIL
317,-91.28166667,37.39222222,147.0,2006,D,CROSSVILLE
318,-91.165,37.59027778,210.0,2006,D,NEW HARMONY CHURCH
319,-109.83277778,45.54583333,181.0,2006,D,TROUT CREEK
320,-102.98388889,36.61722222,401.0,2006,E,NEWBY
321,-102.98416667,36.66083333,6343.0,2006,G,WINDY
322,-99.90416667,35.78361111,120.0,2006,D,SHAW
323,-100.93333333,35.21666667,427696.0,2006,G,I-40
324,-88.91916667,30.82861111,340.0,2006,E,RED BARN
325,-95.04416667,31.34694444,165.0,2006,D,VIPER
326,-95.19972222,31.4575,306.0,2006,E,522
327,-88.93916667,31.08722222,138.0,2006,D,GREY FOX
328,-89.32666667,31.085,228.0,2006,D,AIRSTRIP
329,-88.80472222,31.01416667,235.88,2006,D,SKIRT CHASER
330,-100.42527778,41.80611111,155.1,2006,D,DISMAL EAST
331,-83.18805556,34.93722222,179.5,2006,D,HWY 28
332,-83.45694444,37.22277778,152.0,2006,D,HELL FOR CERTAIN 2
333,-91.39305556,37.02694444,264.0,2006,D,RAILROAD HOLLOW
334,-99.5675,35.56861111,1000.0,2006,F,SQUARE TOP
335,-99.79305556,35.81333333,300.0,2006,E,CRAWFORD
336,-92.63416667,31.17916667,128.0,2006,D,017 CHERRY
337,-92.53305556,31.49027778,150.0,2006,D,027 SEALS
338,-102.3225,37.20888889,121.0,2006,D,RICHARDSON
339,-101.70972222,37.07388889,2380.0,2006,F,STEELER
340,-93.04305556,34.83583333,5091.0,2006,G,FLATSIDE
341,-93.32027778,35.045,122.0,2006,D,DUTCH MTN #2
342,-81.93916667,34.0275,310.0,2006,E,UGLY
343,-108.83861111,42.75583333,188.0,2006,D,HOMESTEAD PARK
344,-94.59666667,34.23527778,400.0,2006,E,TICK FIRE
345,-93.74166667,31.4,241.0,2006,D,BUTLER
346,-82.42694444,30.31444444,115.0,2006,D,BRUSHY BRANCH
347,-108.48527778,33.53833333,200.0,2006,D,SEVEN
348,-110.88027778,33.66833333,514.0,2006,E,CHALK
349,-92.44833333,31.60138889,201.0,2006,D,055 ROAD 119
350,-111.39944444,35.13277778,560.0,2006,E,KNIFE
351,-111.73472222,34.43277778,885.0,2005,E,BULL RUN
352,-111.08222222,33.2075,110.0,2006,D,WHITE
353,-120.87972222,45.67277778,801.0,2006,E,MARYHILL
354,-103.585,42.92611111,368.0,2006,E,ORELLA
355,-108.07444444,33.33611111,1830.0,2006,F,TAYLOR
356,-108.91861111,33.31777778,1701.0,2006,F,BRUSHY
357,-108.51277778,33.39611111,387.0,2006,E,CLAYTON
358,-111.23583333,33.92388889,2031.0,2006,F,HACKBERRY
359,-110.88333333,34.55638889,1248.0,2006,F,SAND
360,-85.0075,30.10722222,100.0,2006,D,BONAMI FIRE
361,-84.97916667,30.02333333,126.0,2006,D,DUSTY CONE FIRE
362,-118.02555556,34.49111111,170.0,2006,D,CHESEBORO
363,-116.75944444,33.55527778,160.0,2006,D,CAREY
364,-111.54027778,40.15444444,113.7,2006,D,HOBBLE CREEK
365,-110.90861111,32.425,880.0,2006,E,ROMERO
366,-83.37555556,34.69611111,170.0,2006,D,SILK MILL FIRE
367,-118.26444444,36.97638889,3747.1,2006,F,GOODALE
368,-109.20638889,31.81361111,370.0,2006,E,BURRO
369,-109.63583333,37.8,2500.0,2006,F,CHIPPEAN RIDGE
370,-109.02027778,31.46416667,295.0,2006,D,MAVERICK WFU
371,-109.58388889,37.7275,128.0,2006,D,DRY WASH WFU
372,-119.35944444,38.55166667,6255.0,2006,G,JACKASS
373,-108.86666667,33.58333333,3162.0,2006,F,MARTINEZ
374,-108.88888889,33.59722222,6618.0,2006,G,MARTINEZ II
375,-108.22333333,33.85722222,5216.0,2006,G,WILSON
376,-94.67611111,34.26944444,825.0,2006,E,MCKAY
377,-111.15416667,33.90194444,299.0,2006,D,PEAK
378,-116.27083333,45.63055556,270.0,2006,D,NUT BASIN
379,-116.36555556,45.32222222,170.0,2006,D,WHITEWATER #8
380,-110.685,34.545,120.0,2006,D,PURCELL
381,-112.22888889,34.17916667,5143.0,2006,G,TIGER
382,-116.84055556,33.62666667,225.0,2006,D,OAK 2
383,-106.8925,36.22361111,3075.0,2006,F,BEAR PAW
384,-82.38694444,30.36222222,3259.0,2006,F,277
385,-102.76805556,37.28666667,350.0,2006,E,SHOOTING RANGE
386,-122.97694444,41.04777778,248.0,2006,D,CARIBOU
387,-103.23166667,37.21388889,1500.0,2006,F,TECOLATE
388,-112.44305556,36.45194444,500.0,2006,E,INDIAN
389,-93.34777778,34.75388889,475.0,2006,E,SOUTH POWELL #1
390,-123.03666667,41.10333333,4850.0,2006,F,RUSH
391,-112.42194444,36.48111111,582.0,2006,E,SOWATS
392,-101.75555556,37.09027778,145.0,2006,D,WILBURTON
393,-101.77722222,37.0975,112.0,2006,D,BRONCO
394,-112.31444444,36.62194444,283.0,2006,D,POCKET
395,-111.99694444,35.90888889,1925.0,2006,F,WEST WFU
396,-111.825,35.93722222,193.0,2006,D,BAR WFU
397,-108.95972222,45.58833333,1000.0,2006,F,COLE CREEK
398,-109.08416667,45.49194444,1000.0,2006,F,SHANE RIDGE
399,-109.48333333,45.6125,3000.0,2006,F,SAUNDERS
400,-109.0225,38.40138889,1499.0,2006,F,LION CREEK
401,-118.91333333,34.89027778,689.09,2006,E,ARCO
402,-89.41527778,30.6825,165.0,2006,D,BARTH
403,-119.27944444,34.90083333,2418.0,2006,F,RIDGE
404,-102.40111111,43.94305556,132.0,2006,D,SANDY FLATS
405,-111.16944444,34.39444444,150.0,2006,D,RIM
406,-115.69972222,36.12861111,293.0,2006,D,APPALOOSA
407,-109.25833333,33.67472222,1497.0,2006,F,BEAVERHEAD
408,-118.34305556,34.65833333,112.0,2006,D,JOHNSON
409,-82.72833333,35.36916667,407.0,2006,E,OTTER HOLE
410,-109.14777778,33.50611111,137.0,2006,D,AUGER
411,-112.71333333,35.59833333,1143.0,2006,F,CORNFIELD
412,-109.24888889,33.62611111,190.0,2006,D,GRANT
413,-111.98166667,34.3475,220.0,2006,D,PIPELINE
414,-115.40694444,44.48638889,724.0,2006,E,EAST ELK
415,-115.36833333,44.5075,2329.0,2006,F,MOUNTAIN MEADOW
416,-115.545,35.96333333,494.1,2006,E,DOUBLE UP
417,-88.97277778,30.85527778,115.0,2006,D,ROSALEE
418,-121.34805556,44.50388889,480.0,2006,E,0579 - GENEVA 3
419,-121.30222222,35.98194444,600.0,2006,E,STONEY
420,-115.97361111,45.14388889,235.0,2006,D,UPPER
421,-115.96083333,48.21944444,215.0,2006,D,ROSS SCREE
422,-89.37333333,34.63,209.0,2006,D,WALKINGSTICK
423,-88.85861111,30.54027778,103.0,2006,D,EVIL TWIN
424,-89.26805556,30.99027778,135.0,2006,D,DAY BEFORE
425,-118.74027778,44.80277778,5394.9,2006,G,SHARPS RIDGE
426,-116.71444444,33.89166667,204.0,2006,D,CREEK #2
427,-93.51388889,34.43972222,271.0,2006,D,TURKEY
428,-116.74694444,34.2525,361.0,2006,E,ARRASTRE
429,-108.63138889,33.41138889,55307.0,2006,G,BEAR
430,-117.135,34.2,485.0,2006,E,PLUNGE
431,-89.07611111,31.12222222,295.0,2006,D,VILLAGE
432,-112.19,36.65972222,58630.0,2006,G,WARM
433,-122.33333333,41.46777778,2815.0,2006,F,HOTLUM
434,-108.20944444,33.31055556,592.0,2006,E,CEMENT
